6,14648
9,14651
10,14652
13,14655
16,14658
17,14659
20,14662
21,14663
23,14665
28,14670
29,14671
31,14673
32,14674
36,14677
37,14678
40,14681
41,14682
43,14683
50,14682
51,14683
52,14689
53,14690
55,14692
56,14693
57,14694
59,14696
61,14698
64,14690
65,14701
68,14681
69,14683
70,14704
72,14706
75,14708
77,14710
79,14712
81,14681
86,14682
87,14716
88,14717
89,14718
91,14643
94,14721
96,14723
97,14724
100,14725
101,14726
102,14676
103,14727
104,14728
105,14729
107,14730
110,14715
112,14683
113,14731
115,14733
116,14734
119,14735
120,14736
121,14737
122,14738
125,14740
126,14741
127,14742
128,14682
129,14743
131,14697
132,14678
135,14746
137,14747
138,14748
139,14749
142,14750
143,14682
144,14751
146,14718
147,14752
148,14683
153,14756
154,14693
155,14757
159,14759
164,14682
165,14725
167,14764
168,14765
169,14766
170,14726
171,14767
172,14726
176,14769
177,14665
180,14772
181,14773
182,14749
185,14678
188,14777
189,14778
193,14778
194,14779
197,14782
199,14783
202,14786
206,14746
207,14682
208,14693
209,14788
211,14682
213,14791
215,14715
217,14794
219,14796
225,14800
226,14801
228,14803
229,14804
231,14693
233,14807
235,14808
236,14809
237,14810
238,14811
240,14813
242,14815
243,14816
247,14768
248,14819
252,14820
253,14821
254,14822
255,14704
256,14743
257,14823
262,14683
265,14826
266,14827
269,14830
271,14660
272,14832
275,14834
276,14835
277,14646
278,14779
279,14836
280,14837
282,14813
283,14808
284,14838
296,14710
298,14809
299,14848
306,14852
307,14725
310,14853
311,14854
314,14801
316,14658
319,14857
325,14860
331,14862
332,14790
333,14863
338,14866
339,14867
343,14868
347,14832
350,14869
352,14871
356,14718
362,14873
363,14744
366,14686
367,14875
368,14876
79,14785
370,14879
373,14880
374,14791
378,14809
379,14883
242,14884
381,14693
385,14886
394,14819
396,14885
397,14890
398,14777
399,14746
403,14743
404,14891
407,14756
408,14894
410,14854
412,14895
414,14896
415,14678
418,14791
420,14652
422,14650
424,14743
425,14682
220,14901
428,14743
432,14905
433,14906
436,14907
439,14651
445,14693
446,14899
447,14710
448,14911
449,14912
451,14913
454,14914
456,14725
457,14915
458,14916
462,14907
464,14830
465,14919
466,14920
467,14921
468,14922
469,14885
472,14717
475,14899
476,14867
479,14678
480,14925
481,14926
482,14927
483,14928
487,14704
488,14743
489,14931
490,14698
491,14670
493,14932
30,14800
495,14743
497,14883
498,14885
500,14871
506,14936
372,14939
520,14650
522,14743
523,14693
524,14749
525,14943
