1511,3568
1405,2927
1916,3101
1878,3194
1078,3511
2379,3679
1166,3360
1836,4463
468,3693
1220,2814
2635,4061
1208,4188
2233,3664
1444,3270
650,4146
201,2878
1863,4372
925,3203
1783,3730
2666,3975
1346,4576
1887,3775
431,4511
1022,4649
2323,2760
2604,2943
730,3328
1943,4274
61,3367
285,2990
460,2903
825,3410
2325,4596
1442,4497
2233,3258
50,3585
2017,3392
809,3222
768,3581
1864,2807
2153,3145
924,4553
2611,4322
512,3840
1812,3874
525,3193
1674,3233
2021,2921
855,3014
2267,4628
1175,4347
2245,4145
2721,4705
1040,3626
1474,2837
566,4173
504,3143
1799,3872
1615,3241
1482,4021
2467,3836
1782,3666
509,3641
2099,4013
978,3411
38,3476
198,3968
82,2900
702,4257
511,4213
462,4300
657,3243
1458,2948
1873,3950
1164,3171
1488,4275
2198,3057
15,3267
402,4696
2309,3829
1764,4347
1116,4076
776,3046
1624,4714
124,3558
1984,3803
2414,4027
1368,2840
2105,3918
36,3781
1535,3098
1147,4073
1234,3648
1720,3164
965,3466
829,3965
1697,3779
1296,3857
1647,4290
553,3220
2264,3341
2107,3667
2233,4725
759,4228
435,3322
2713,3999
676,3355
269,4698
2725,3706
1686,3620
1605,4347
945,4287
41,2928
810,3646
1774,3521
1728,3230
524,2978
609,4528
1340,3640
2146,2740
607,3700
47,4482
2587,4580
1896,3749
2372,3900
2321,3173
237,4696
2473,4488
998,3762
1928,3383
766,4033
2499,2809
1283,3341
2438,2740
603,4197
2452,3117
1993,4358
2511,3011
2354,3398
290,4440
511,4455
453,3722
1019,3730
2169,3283
1585,3029
1327,3666
2488,3357
2664,3046
641,4529
645,4174
1230,4169
51,3840
301,4416
2445,4718
2367,3442
433,3156
2331,2982
201,4412
210,3738
1880,3395
1686,3218
2202,4522
1716,3301
30,4270
299,4512
2217,3823
2222,3524
1053,3957
2064,3521
545,3304
2143,3117
1202,3851
1363,4377
2414,3774
1224,2998
2189,3004
560,3008
505,4471
321,4226
660,2931
352,3920
1744,3777
1258,3754
2696,4549
42,4639
2694,3619
1004,3655
1091,3915
687,4541
663,4720
271,4536
2503,4356
928,4118
999,2882
2270,4488
1365,4037
1975,2931
1688,3734
390,3856
2048,2728
2452,4025
998,4634
2215,3205
1593,4533
1586,3982
586,3585
611,3939
69,2909
458,4356
1820,2825
443,2942
1479,3045
2363,3056
1235,4471
1084,3253
2325,4350
993,4392
968,3707
4,3983
2449,3833
810,3836
171,4361
2029,3054
2565,4270
2018,4119
1076,2832
720,4357
720,3242
985,3886
1149,4225
1452,3359
725,3176
2687,2949
118,3954
89,4039
1280,4573
1601,3226
590,2822
2414,3284
1313,3131
2436,2805
2676,4475
1900,4326
1376,3678
2309,3158
1971,4270
2160,4721
2177,3870
809,3515
1715,4481
1589,4004
1485,3172
1210,4706
1686,3794
593,3779
1975,3169
1541,4582
821,3961
1183,3382
1877,4554
992,4537
2656,2927
2633,3361
1051,3042
2359,3381
2501,4129
2367,3405
253,2860
434,4467
29,4591
550,2973
1083,3963
1723,3518
2024,4407
330,4454
248,3868
721,3210
598,4580
893,4609
1869,3683
1750,4155
886,4541
1693,3743
1236,4140
503,4273
722,4593
2581,3110
2136,3863
2479,4541
1413,3518
1686,4405
1633,4594
2347,4161
2296,3132
2023,4063
2462,4240
1555,3827
24,4178
1437,4582
240,4514
1188,4468
2677,3738
2012,2863
918,2907
63,3976
2190,4077
1174,3060
111,3976
4,3755
2252,3228
1196,3430
2113,3984
501,4214
68,4599
2234,3006
900,4186
969,4027
1763,3727
2269,3363
323,2946
2667,4487
691,4444
259,3416
2541,3733
2029,4159
1267,3200
424,3944
327,2968
2359,3838
2692,3281
730,3426
1889,3647
2345,2885
1751,3867
868,3476
462,3758
1505,3275
1479,4144
2722,2947
475,4042
364,4595
963,3712
1417,4672
2314,3689
2203,2795
1121,2953
979,3873
1975,4149
437,3005
1724,4561
1838,4677
1388,4172
698,3822
1780,4601
317,3249
171,3826
154,3921
1778,3546
533,3290
2620,2771
2091,2880
2094,4245
1432,3298
2032,4300
847,4414
391,3087
2240,2848
846,3659
1572,4099
1156,3859
1290,4259
2254,4039
2551,3572
1838,3219
1770,3858
2348,3602
239,3809
1982,4487
2156,2785
1546,3516
649,3211
1017,4434
455,3602
193,4229
1651,3784
310,3984
1653,2783
1109,3253
1466,3725
1991,2764
2426,3716
2221,3452
266,2845
2594,2806
125,2845
255,3666
94,3723
25,3103
772,4242
2040,4374
50,4718
2128,3268
2380,3885
2184,4205
2173,4061
389,3578
620,4097
2347,4459
2593,4359
1104,3456
601,4084
2368,4582
243,3819
1737,2808
2349,4152
1906,3585
1430,4662
593,3398
346,3930
2395,3371
1330,2792
345,3824
2251,3378
1620,3701
1330,3935
415,3270
1420,3945
1150,3627
1653,4154
1767,3650
609,3758
640,3364
2240,3202
