6177,6843
5104,9426
3060,10011
1891,9262
1929,9721
3690,7473
4680,7448
4170,9955
1619,7317
474,8617
1874,10878
5191,10556
4454,7608
736,8345
5393,6707
1637,6742
371,8306
2854,7386
1996,10807
3566,9008
4726,10623
4411,10018
993,8564
2836,8166
1364,7823
6104,10781
4506,6911
3635,10877
1825,6832
5177,10572
284,9145
1373,7703
2972,8545
5482,8346
6222,7246
5497,8584
2731,8558
4090,7136
5907,8620
3864,7264
5259,10150
5833,6732
2041,8038
3702,10439
1171,10841
3733,6882
3481,9605
1110,8441
3326,9612
6337,7298
6079,8955
515,9695
4520,10766
1681,8786
3556,6929
6417,10540
5594,8664
3041,9721
2004,9513
5927,9183
3680,7162
3791,10040
3473,8886
4322,6823
579,8122
1711,7417
5841,9615
5393,8852
982,9133
5242,7456
3798,10019
4839,10242
3311,9590
4943,8197
3445,10603
5924,7912
6011,9129
6197,6886
5037,9854
1812,9879
4620,9759
4902,8316
1120,6985
3103,8989
631,7190
4033,6719
821,10324
6100,9114
2963,10889
3246,10270
5589,7752
2294,8198
4161,9924
3290,10361
4968,8772
2284,7843
6269,10265
3346,7831
2315,8701
3758,8600
3469,8656
3667,7745
6296,7812
5896,8676
4938,9324
3719,10559
2996,7231
5581,9028
5186,9480
2439,9487
6071,8494
2678,9331
4810,8711
5299,8674
2701,10604
5116,8097
6479,10084
662,9026
412,10111
276,7683
2256,9081
3981,9870
1831,7800
4836,8674
4013,7802
4396,8083
6326,6857
4113,8660
2313,10812
5483,8567
4490,6864
5916,6969
333,10846
3276,9522
1326,7574
1339,8847
6470,7663
667,8319
5673,7896
2005,9008
2626,7739
4284,7832
4867,8980
121,7244
6076,10383
4280,10620
4803,10480
5638,9543
2631,7819
6632,6931
3627,6942
1757,6815
3887,7016
957,7457
824,9562
3097,9981
652,9503
1804,7679
4394,9439
589,10788
1322,9261
2856,9625
277,8463
4737,7896
604,6838
2726,7961
4723,7910
5354,7683
6145,9313
4452,9179
5075,8658
294,7303
5362,10159
5810,9188
5105,9056
1961,8793
6040,6934
1901,10267
1356,9244
5906,10213
3299,7532
6460,7682
340,7684
429,8720
4481,7465
1147,10629
356,8703
3526,7685
6426,9038
3632,10714
1224,9734
2570,7401
5979,10371
3852,9953
2500,8466
6599,8839
5897,7049
